YEAR,MONTH,state,famnumber,numbermarried_hh,WTFINL,AGE,RACE,EDUC,ageatbirth,ageatmarr,marhist,AGE_MOM,AGE_POP,RACE_MOM,RACE_POP,EDUC_MOM,EDUC_POP,age_inyrs_atbirth,age_inyrs_atmarr
1995,6,North Carolina,1,0,1176.7535,19,white,NA,221,9999,99,NA,NA,NA,NA,NA,NA,18.416666666666668,833.25
1995,6,North Carolina,1,1,1218.8133,55,white,bachelor,186,174,10,NA,NA,NA,NA,NA,NA,15.5,14.5
1995,6,South Carolina,1,1,2235.4745,56,white,NA,229,9999,99,NA,NA,NA,NA,NA,NA,19.083333333333332,833.25
1995,6,South Carolina,1,1,2724.9436,39,white,NA,212,247,10,NA,NA,NA,NA,NA,NA,17.666666666666668,20.583333333333332
1995,6,Georgia,1,1,1236.5286,38,white,NA,196,9999,99,NA,NA,NA,NA,NA,NA,16.333333333333332,833.25
1995,6,Georgia,1,0,1565.1493,24,black,NA,206,9999,99,NA,NA,NA,NA,NA,NA,17.166666666666668,833.25
1995,6,Georgia,1,1,1180.9627,22,white,NA,228,9999,99,NA,NA,NA,NA,NA,NA,19,833.25
1995,6,Georgia,1,1,1118.7344,50,white,NA,236,9999,99,NA,NA,NA,NA,NA,NA,19.666666666666668,833.25
1995,6,Georgia,1,0,1410.6771,19,white,NA,216,9999,99,41,NA,100,NA,92,NA,18,833.25
1995,6,Georgia,1,0,3055.2601,27,black,NA,210,9999,99,46,NA,200,NA,91,NA,17.5,833.25
1995,6,Georgia,1,1,2905.7393,49,white,NA,188,9999,99,NA,NA,NA,NA,NA,NA,15.666666666666666,833.25
1995,6,Florida,1,1,2742.0561,47,white,NA,238,9999,99,NA,NA,NA,NA,NA,NA,19.833333333333332,833.25
1995,6,Florida,2,1,2430.1651,47,white,bachelor,216,208,22,NA,NA,NA,NA,NA,NA,18,17.333333333333332
1995,6,Florida,1,1,2680.431,38,black,NA,187,223,10,NA,NA,NA,NA,NA,NA,15.583333333333334,18.583333333333332
1995,6,Florida,2,1,2611.1242,43,white,NA,238,9999,99,NA,NA,NA,NA,NA,NA,19.833333333333332,833.25
1995,6,Florida,1,0,2721.5551,17,black,NA,196,9999,99,36,NA,200,NA,81,NA,16.333333333333332,833.25
1995,6,Kentucky,1,1,1920.9366,50,white,NA,195,9999,99,NA,NA,NA,NA,NA,NA,16.25,833.25
1995,6,Kentucky,1,1,2387.8869,60,white,NA,212,9999,99,NA,NA,NA,NA,NA,NA,17.666666666666668,833.25
1995,6,Kentucky,1,0,2404.3942,21,white,NA,220,9999,99,NA,NA,NA,NA,NA,NA,18.333333333333332,833.25
1995,6,Kentucky,1,1,2772.2942,35,white,NA,199,275,10,NA,NA,NA,NA,NA,NA,16.583333333333332,22.916666666666668
1995,6,Alabama,1,1,1732.2714,35,white,NA,225,213,10,NA,NA,NA,NA,NA,NA,18.75,17.75
1995,6,Alabama,1,1,2076.9574,48,white,NA,229,9999,99,NA,NA,NA,NA,NA,NA,19.083333333333332,833.25
1995,6,Alabama,1,0,3678.2806,42,black,NA,182,9999,99,NA,NA,NA,NA,NA,NA,15.166666666666666,833.25
1995,6,Mississippi,1,1,1411.1812,50,white,NA,226,9999,99,NA,NA,NA,NA,NA,NA,18.833333333333332,833.25
1995,6,Mississippi,1,1,1632.5904,47,white,NA,211,201,22,NA,NA,NA,NA,NA,NA,17.583333333333332,16.75
1995,6,Mississippi,1,0,2021.1726,60,black,NA,200,177,11,NA,NA,NA,NA,NA,NA,16.666666666666668,14.75
1995,6,Mississippi,1,0,1891.6406,32,black,NA,208,9999,99,NA,NA,NA,NA,NA,NA,17.333333333333332,833.25
1995,6,Mississippi,1,0,2005.9749,22,black,NA,203,9999,99,42,NA,200,NA,60,NA,16.916666666666668,833.25
1995,6,Mississippi,1,0,1444.9989,49,black,NA,183,9999,99,NA,NA,NA,NA,NA,NA,15.25,833.25
1995,6,Arkansas,1,1,1513.8605,64,white,NA,222,9999,99,NA,NA,NA,NA,NA,NA,18.5,833.25
1995,6,Louisiana,1,1,2614.2273,30,black,NA,222,9999,99,NA,NA,NA,NA,NA,NA,18.5,833.25
1995,6,Louisiana,1,0,3292.6611,22,black,NA,221,9999,99,NA,NA,NA,NA,NA,NA,18.416666666666668,833.25
1995,6,Oklahoma,1,1,1822.1751,38,white,NA,186,9999,99,NA,NA,NA,NA,NA,NA,15.5,833.25
1995,6,Oklahoma,1,0,1571.9269,37,white,NA,195,9999,99,NA,NA,NA,NA,NA,NA,16.25,833.25
1995,6,Oklahoma,1,1,1822.1751,37,white,NA,212,9999,99,NA,NA,NA,NA,NA,NA,17.666666666666668,833.25
1995,6,Oklahoma,1,0,1456.2563,37,white,NA,183,173,13,NA,NA,NA,NA,NA,NA,15.25,14.416666666666666
1995,6,Oklahoma,1,1,1649.277,57,white,NA,227,9999,99,NA,NA,NA,NA,NA,NA,18.916666666666668,833.25
1995,6,Texas,2,0,2803.5634,40,white,NA,222,9999,99,NA,NA,NA,NA,NA,NA,18.5,833.25
1995,6,Texas,1,1,3370.9781,47,white,NA,196,9999,99,NA,NA,NA,NA,NA,NA,16.333333333333332,833.25
1995,6,Texas,1,1,3370.9781,45,white,NA,198,9999,99,NA,NA,NA,NA,NA,NA,16.5,833.25
1995,6,Texas,2,0,3732.268,30,black,NA,216,9999,99,NA,NA,NA,NA,NA,NA,18,833.25
1995,6,Texas,1,0,3642.585,61,black,NA,208,9999,99,NA,NA,NA,NA,NA,NA,17.333333333333332,833.25
1995,6,Texas,1,1,2510.1618,46,black,NA,204,9999,99,NA,NA,NA,NA,NA,NA,17,833.25
1995,6,Texas,1,1,2656.8386,61,white,NA,217,205,10,NA,NA,NA,NA,NA,NA,18.083333333333332,17.083333333333332
1995,6,Texas,1,0,4375.7103,61,black,NA,190,9999,99,NA,NA,NA,NA,NA,NA,15.833333333333334,833.25
1995,6,Montana,1,0,410.5416,48,white,NA,220,9999,99,NA,NA,NA,NA,NA,NA,18.333333333333332,833.25
1995,6,Montana,1,0,701.9591,65,white,NA,209,275,11,NA,NA,NA,NA,NA,NA,17.416666666666668,22.916666666666668
1995,6,Montana,1,0,463.2187,53,white,NA,212,9999,99,NA,NA,NA,NA,NA,NA,17.666666666666668,833.25
1995,6,Montana,1,1,502.0535,39,white,NA,213,208,26,NA,NA,NA,NA,NA,NA,17.75,17.333333333333332
1995,6,Montana,1,1,499.2705,63,white,NA,217,9999,99,NA,NA,NA,NA,NA,NA,18.083333333333332,833.25
1995,6,Idaho,1,1,463.6362,54,americanindian,NA,220,199,26,NA,NA,NA,NA,NA,NA,18.333333333333332,16.583333333333332
1995,6,Idaho,1,0,559.2997,55,white,NA,223,212,28,NA,NA,NA,NA,NA,NA,18.583333333333332,17.666666666666668
1995,6,Idaho,1,1,589.0557,33,white,NA,220,9999,99,NA,NA,NA,NA,NA,NA,18.333333333333332,833.25
1995,6,Idaho,1,1,666.8419,29,white,NA,233,9999,99,NA,NA,NA,NA,NA,NA,19.416666666666668,833.25
1995,6,Wyoming,2,0,307.946,33,white,NA,212,205,12,NA,NA,NA,NA,NA,NA,17.666666666666668,17.083333333333332
1995,6,Wyoming,1,1,298.7636,41,white,NA,234,223,99,NA,NA,NA,NA,NA,NA,19.5,18.583333333333332
1995,6,Wyoming,1,1,277.8068,30,white,NA,192,185,10,NA,NA,NA,NA,NA,NA,16,15.416666666666666
1995,6,Wyoming,1,0,178.1104,45,americanindian,NA,208,9999,99,NA,NA,NA,NA,NA,NA,17.333333333333332,833.25
1995,6,Wyoming,1,0,267.6636,58,white,NA,236,9999,99,NA,NA,NA,NA,NA,NA,19.666666666666668,833.25
1995,6,Colorado,1,1,2049.0465,62,white,NA,227,9999,99,NA,NA,NA,NA,NA,NA,18.916666666666668,833.25
1995,6,New Mexico,1,0,1187.4078,21,white,NA,234,219,13,NA,NA,NA,NA,NA,NA,19.5,18.25
1995,6,Nevada,1,1,1150.731,56,white,NA,234,203,26,NA,NA,NA,NA,NA,NA,19.5,16.916666666666668
1995,6,Nevada,1,1,1141.6237,42,white,NA,216,199,10,NA,NA,NA,NA,NA,NA,18,16.583333333333332
1995,6,Washington,1,0,4318.8048,20,white,NA,222,9999,99,44,NA,100,NA,73,NA,18.5,833.25
1995,6,Oregon,1,1,2238.3386,60,white,NA,236,9999,99,NA,NA,NA,NA,NA,NA,19.666666666666668,833.25
1995,6,California,1,1,2593.4599,40,white,NA,194,9999,99,NA,NA,NA,NA,NA,NA,16.166666666666668,833.25
1995,6,California,1,1,1205.8665,21,other,NA,226,9999,99,NA,NA,NA,NA,NA,NA,18.833333333333332,833.25
1995,6,California,1,1,2253.1851,33,white,NA,221,9999,99,NA,NA,NA,NA,NA,NA,18.416666666666668,833.25
1995,6,California,1,1,1453.6632,43,other,NA,225,9999,99,NA,NA,NA,NA,NA,NA,18.75,833.25
1995,6,California,1,0,1520.3617,53,americanindian,NA,206,198,11,NA,NA,NA,NA,NA,NA,17.166666666666668,16.5
1995,6,California,1,1,2392.6803,21,white,NA,224,9999,99,51,64,100,100,81,20,18.666666666666668,833.25
1995,6,California,1,1,1509.2434,37,other,NA,220,9999,99,NA,NA,NA,NA,NA,NA,18.333333333333332,833.25
1995,6,California,1,0,2170.3503,53,black,NA,184,253,12,NA,NA,NA,NA,NA,NA,15.333333333333334,21.083333333333332
1995,6,California,1,1,2318.7462,47,americanindian,NA,200,9999,99,NA,NA,NA,NA,NA,NA,16.666666666666668,833.25
1995,6,Alaska,1,1,342.3153,41,white,NA,213,198,26,NA,NA,NA,NA,NA,NA,17.75,16.5
1995,6,Hawaii,1,1,812.9352,37,white,NA,205,9999,99,NA,NA,NA,NA,NA,NA,17.083333333333332,833.25
